30; 20; 3
8;1;0;1;49
20;22;0;1;26
24;26;0;1;4
5;3;0;5;29
4;1;0;6;30
11;12;0;6;32
15;16;0;6;30
24;26;0;7;20
28;25;0;7;67
28;27;0;7;15
0;3;0;8;3
11;12;0;8;1
19;16;0;8;64
17;14;0;10;1
9;12;0;12;1
7;1;0;13;13
24;26;0;13;61
13;16;0;14;9
19;16;0;14;12
23;26;0;14;10
23;25;0;15;28
2;3;0;17;41
13;14;0;18;50
18;16;0;18;5
6;3;1;6;46
10;12;1;9;34
11;12;2;0;19
10;12;2;3;3
17;16;2;3;29
21;22;2;3;3
5;3;2;9;18
18;16;2;10;10
9;12;2;18;11
